,Weight,Feature
348,0.0,SK.N.SH_ChIP.seq_TCF12_ENCSR000BSL_ENCFF001UQH_ENCFF001UQI_intersect.bed
349,0.0,SK.N.SH_ChIP.seq_YY1_ENCSR000BSM_ENCFF001UQO_ENCFF001UQN_intersect.bed
350,0.0,H1.hESC_ChIP.seq_CREB1_ENCSR000BSN_ENCFF001UAZ_ENCFF001UAY_intersect.bed
351,0.0,K562_ChIP.seq_CREB1_ENCSR000BSO_ENCFF001UJJ_ENCFF001UJI_intersect.bed
352,0.0,MCF.7_ChIP.seq_REST_ENCSR000BSP_ENCFF001UNI_ENCFF001UNH_intersect.bed
353,0.0,Ishikawa_ChIP.seq_EGR1_ENCSR000BSQ_ENCFF001TUO_ENCFF001TUN_intersect.bed
354,0.0,MCF.7_ChIP.seq_CEBPB_ENCSR000BSR_ENCFF001UMJ_ENCFF001UMK_intersect.bed
355,0.0,MCF.7_ChIP.seq_ELF1_ENCSR000BSS_ENCFF001UMP_ENCFF001UMQ_intersect.bed
356,0.0,MCF.7_ChIP.seq_GATA3_ENCSR000BST_ENCFF001UMX_ENCFF001UMZ_intersect.bed
357,0.0,MCF.7_ChIP.seq_JUND_ENCSR000BSU_ENCFF001UNC_ENCFF001UNB_intersect.bed
358,0.0,SK.N.SH_ChIP.seq_NFIC_ENCSR000BSV_ENCFF001UPQ_ENCFF001UPP_intersect.bed
359,0.0,Ishikawa_ChIP.seq_TEAD4_ENCSR000BSW_ENCFF001TVT_ENCFF001TVU_intersect.bed
360,0.0,Ishikawa_ChIP.seq_USF1_ENCSR000BSX_ENCFF001TVW_ENCFF001TVV_intersect.bed
361,0.0,Ishikawa_ChIP.seq_YY1_ENCSR000BSY_ENCFF001TVY_ENCFF001TVX_intersect.bed
362,0.406124332304,Ishikawa_ChIP.seq_ZBTB7A_ENCSR000BSZ_ENCFF001TVZ_ENCFF001TWA_intersect.bed
363,0.0,SK.N.SH_ChIP.seq_ELF1_ENCSR000BTA_ENCFF001UPA_ENCFF001UOZ_intersect.bed
364,0.0,SK.N.SH_ChIP.seq_FOXM1_ENCSR000BTB_ENCFF001UPD_ENCFF001UPE_intersect.bed
365,0.0,A549_ChIP.seq_E2F6_ENCSR000BTC_ENCFF001TRX_ENCFF001TRY_intersect.bed
366,0.0,Ishikawa_ChIP.seq_SRF_ENCSR000BTD_ENCFF001TVN_ENCFF001TVO_intersect.bed
367,0.0,HCT116_ChIP.seq_FOSL1_ENCSR000BTE_ENCFF001UDX_ENCFF001UDW_intersect.bed
368,0.0,HL.60_ChIP.seq_REST_ENCSR000BTF_ENCFF001UIM_ENCFF001UIN_intersect.bed
369,0.0,SK.N.SH_ChIP.seq_GABPA_ENCSR000BTG_ENCFF001UPG_ENCFF001UPF_intersect.bed
370,0.0,SK.N.SH_ChIP.seq_GATA3_ENCSR000BTH_ENCFF001UPI_ENCFF001UPH_intersect.bed
371,0.0,A549_ChIP.seq_GATA3_ENCSR000BTI_ENCFF001TSM_ENCFF001TSL_intersect.bed
372,0.0,A549_ChIP.seq_MAX_ENCSR000BTJ_ENCFF001TSX_ENCFF001TSY_intersect.bed
373,0.0,HL.60_ChIP.seq_GABPA_ENCSR000BTK_ENCFF001UIL_ENCFF001UIK_intersect.bed
374,0.0,HL.60_ChIP.seq_POLR2AphosphoS5_ENCSR000BTL_ENCFF001UIP_ENCFF001UIO_intersect.bed
375,0.0,HepG2_ChIP.seq_MAX_ENCSR000BTM_ENCFF001UGM_ENCFF001UGN_intersect.bed
376,0.0,A549_ChIP.seq_PBX3_ENCSR000BTN_ENCFF001TTD_ENCFF001TTE_intersect.bed
377,0.0,Ishikawa_ChIP.seq_TAF1_ENCSR000BTO_ENCFF001TVP_ENCFF001TVQ_intersect.bed
378,0.0,MCF.7_ChIP.seq_HDAC2_ENCSR000BTP_ENCFF001UNA_ENCFF001UMY_intersect.bed
379,0.0,MCF.7_ChIP.seq_RAD21_ENCSR000BTQ_ENCFF001UNN_ENCFF001UNO_intersect.bed
380,0.0,MCF.7_ChIP.seq_EP300_ENCSR000BTR_ENCFF001UNK_ENCFF001UNJ_intersect.bed
381,0.0,SK.N.SH_ChIP.seq_ZBTB33_ENCSR000BTS_ENCFF001UQP_ENCFF001UQQ_intersect.bed
382,0.0,Ishikawa_ChIP.seq_CEBPB_ENCSR000BTT_ENCFF001TUH_ENCFF001TUI_intersect.bed
383,0.0,Ishikawa_ChIP.seq_RAD21_ENCSR000BTU_ENCFF001TVM_ENCFF001TVL_intersect.bed
384,-0.356287270735,neural_cell_ChIP.seq_REST_ENCSR000BTV_ENCFF001UDE_ENCFF001UDF_intersect.bed
385,0.0,neural_cell_ChIP.seq_POLR2AphosphoS5_ENCSR000BTW_ENCFF001UDH_ENCFF001UDG_intersect.bed
386,0.0,neural_cell_ChIP.seq_TAF1_ENCSR000BTX_ENCFF001UDI_ENCFF001UDJ_intersect.bed
387,0.0,Ishikawa_ChIP.seq_MAX_ENCSR000BTY_ENCFF001TVB_ENCFF001TVC_intersect.bed
388,0.0,SK.N.SH_ChIP.seq_USF1_ENCSR000BTZ_ENCFF001UQL_ENCFF001UQM_intersect.bed
389,0.0,SK.N.SH_ChIP.seq_EP300_ENCSR000BUA_ENCFF001UPW_ENCFF001UPV_intersect.bed
390,0.0,A549_ChIP.seq_CEBPB_ENCSR000BUB_ENCFF001TRO_ENCFF001TRP_intersect.bed
391,0.0,A549_ChIP.seq_RAD21_ENCSR000BUC_ENCFF001TTJ_ENCFF001TTK_intersect.bed
392,0.0,A549_ChIP.seq_TEAD4_ENCSR000BUD_ENCFF001TTW_ENCFF001TTV_intersect.bed
393,0.0,Ishikawa_ChIP.seq_EP300_ENCSR000BUE_ENCFF001TVH_ENCFF001TVI_intersect.bed
394,0.0,GM12878_ChIP.seq_CREB1_ENCSR000BUF_ENCFF001TWQ_ENCFF001TWP_intersect.bed
395,0.0,HCT116_ChIP.seq_ATF3_ENCSR000BUG_ENCFF001UDK_ENCFF001UDL_intersect.bed
396,0.0,HCT116_ChIP.seq_CBX3_ENCSR000BUH_ENCFF001UDM_ENCFF001UDN_intersect.bed
397,0.0,MCF.7_ChIP.seq_FOSL2_ENCSR000BUI_ENCFF001UMR_ENCFF001UMS_intersect.bed
398,0.0,MCF.7_ChIP.seq_FOXM1_ENCSR000BUJ_ENCFF001UMT_ENCFF001UMU_intersect.bed
399,0.0,MCF.7_ChIP.seq_GABPA_ENCSR000BUK_ENCFF001UMW_ENCFF001UMV_intersect.bed
400,0.0,MCF.7_ChIP.seq_MAX_ENCSR000BUL_ENCFF001UND_ENCFF001UNE_intersect.bed
401,0.0,MCF.7_ChIP.seq_SIN3A_ENCSR000BUM_ENCFF001UNP_ENCFF001UNQ_intersect.bed
402,0.0,MCF.7_ChIP.seq_TCF12_ENCSR000BUN_ENCFF001UNW_ENCFF001UNV_intersect.bed
403,0.0,MCF.7_ChIP.seq_TEAD4_ENCSR000BUO_ENCFF001UNX_ENCFF001UNY_intersect.bed
404,0.0,Panc1_ChIP.seq_REST_ENCSR000BUP_ENCFF001UOE_ENCFF001UOD_intersect.bed
405,0.0,SK.N.SH_ChIP.seq_TEAD4_ENCSR000BUQ_ENCFF001UQK_ENCFF001UQJ_intersect.bed
406,0.0,Ishikawa_ChIP.seq_CREB1_ENCSR000BUR_ENCFF001TUJ_ENCFF001TUK_intersect.bed
407,0.0,Ishikawa_ChIP.seq_FOXM1_ENCSR000BUS_ENCFF001TUX_ENCFF001TUY_intersect.bed
408,0.0,Ishikawa_ChIP.seq_NFIC_ENCSR000BUT_ENCFF001TVD_ENCFF001TVE_intersect.bed
409,0.0,Ishikawa_ChIP.seq_REST_ENCSR000BUU_ENCFF001TVF_ENCFF001TVG_intersect.bed
410,0.0,Ishikawa_ChIP.seq_TCF12_ENCSR000BUV_ENCFF001TVS_ENCFF001TVR_intersect.bed
411,-0.024987306286,HL.60_ChIP.seq_SPI1_ENCSR000BUW_ENCFF001UIQ_ENCFF001UIR_intersect.bed
412,0.0,MCF.7_ChIP.seq_EGR1_ENCSR000BUX_ENCFF001UMM_ENCFF001UMO_intersect.bed
413,0.0,MCF.7_ChIP.seq_NR2F2_ENCSR000BUY_ENCFF001UNG_ENCFF001UNF_intersect.bed
414,0.0,MCF.7_ChIP.seq_PML_ENCSR000BUZ_ENCFF001UNM_ENCFF001UNL_intersect.bed
415,0.0,MCF.7_ChIP.seq_SRF_ENCSR000BVA_ENCFF001UNR_ENCFF001UNS_intersect.bed
416,0.0,SK.N.SH_ChIP.seq_FOSL2_ENCSR000BVB_ENCFF001UPB_ENCFF001UPC_intersect.bed
417,0.0,SK.N.SH_ChIP.seq_MEF2A_ENCSR000BVC_ENCFF001UPO_ENCFF001UPN_intersect.bed
418,0.0,SK.N.SH_ChIP.seq_MAX_ENCSR000BVD_ENCFF001UPL_ENCFF001UPM_intersect.bed
419,-0.185104496429,SK.N.SH_ChIP.seq_PBX3_ENCSR000BVE_ENCFF001UPX_ENCFF001UPY_intersect.bed
420,0.0,SK.N.SH_ChIP.seq_RXRA_ENCSR000BVG_ENCFF001UQB_ENCFF001UQC_intersect.bed
421,0.0,HCT116_ChIP.seq_ELF1_ENCSR000BVH_ENCFF001UDU_ENCFF001UDV_intersect.bed
422,0.0,HCT116_ChIP.seq_REST_ENCSR000BVI_ENCFF001UEC_ENCFF001UED_intersect.bed
423,0.0,HCT116_ChIP.seq_TEAD4_ENCSR000BVJ_ENCFF001UEP_ENCFF001UEO_intersect.bed
424,0.0,HCT116_ChIP.seq_USF1_ENCSR000BVK_ENCFF001UER_ENCFF001UEQ_intersect.bed
425,0.0,HepG2_ChIP.seq_CREB1_ENCSR000BVL_ENCFF001UFN_ENCFF001UFM_intersect.bed
426,0.0,HepG2_ChIP.seq_NR2F2_ENCSR000BVM_ENCFF001UGU_ENCFF001UGV_intersect.bed
427,0.0,HepG2_ChIP.seq_ZEB1_ENCSR000BVN_ENCFF001UIJ_ENCFF001UII_intersect.bed
428,0.0,T47D_ChIP.seq_JUND_ENCSR000BVO_ENCFF001URO_ENCFF001URN_intersect.bed
429,0.0,K562_ChIP.seq_CEBPD_ENCSR000BVY_ENCFF001UJG_ENCFF001UJH_intersect.bed
430,0.0,K562_ChIP.seq_eGFP.NR4A1_ENCFF001VRM.bed
431,0.0,K562_ChIP.seq_eGFP.JUND_ENCFF002DDZ.bed
432,0.0,K562_ChIP.seq_eGFP.JUNB_ENCFF002DDY.bed
433,0.0,K562_ChIP.seq_eGFP.HDAC8_ENCFF002DDX.bed
434,0.0,K562_ChIP.seq_eGFP.GATA2_ENCFF002DDW.bed
435,0.0,K562_ChIP.seq_eGFP.FOS_ENCFF002DDV.bed
436,0.0,skin_fibroblast_ChIP.seq_CTCF_ENCFF002DAF.bed
437,0.0,H54_ChIP.seq_POLR2A_ENCFF002DAH.bed
438,0.0,H54_ChIP.seq_CTCF_ENCFF002DAG.bed
439,0.0,GM10248_ChIP.seq_CTCF_ENCFF001USE.bed
440,0.0,GM10266_ChIP.seq_CTCF_ENCFF001USF.bed
441,0.0,GM12878_ChIP.seq_POLR2A_ENCFF002DAK.bed
442,0.0,GM12878_ChIP.seq_MYC_ENCFF002DAI.bed
443,0.0,GM12878_ChIP.seq_CTCF_ENCFF002DAJ.bed
444,0.0,GM12891_ChIP.seq_CTCF_ENCFF002DAL.bed
445,0.0,GM12892_ChIP.seq_CTCF_ENCFF002DAM.bed
446,0.0,GM13976_ChIP.seq_CTCF_ENCFF001USL.bed
447,0.0,GM13977_ChIP.seq_CTCF_ENCFF001USM.bed
448,0.0,GM19238_ChIP.seq_CTCF_ENCFF002DAN.bed
449,0.0,GM19239_ChIP.seq_CTCF_ENCFF002DAO.bed
450,0.0,GM19240_ChIP.seq_CTCF_ENCFF002DAP.bed
451,0.0,GM20000_ChIP.seq_CTCF_ENCFF001USQ.bed
452,0.0,H1.hESC_ChIP.seq_MYC_ENCFF002DAQ.bed
453,0.0,H1.hESC_ChIP.seq_POLR2A_ENCFF002DAS.bed
454,0.0,H1.hESC_ChIP.seq_CTCF_ENCFF002DAR.bed
455,0.0,HeLa.S3_ChIP.seq_POLR2A_ENCFF002DAV.bed
456,0.0,HeLa.S3_ChIP.seq_MYC_ENCFF002DAT.bed
457,0.0,HeLa.S3_ChIP.seq_CTCF_ENCFF002DAU.bed
458,0.0639940989835,HepG2_ChIP.seq_POLR2A_ENCFF002DAY.bed
459,0.0,HepG2_ChIP.seq_MYC_ENCFF002DAW.bed
460,0.0,HepG2_ChIP.seq_CTCF_ENCFF002DAX.bed
461,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_MYC_ENCFF002DAZ.bed
462,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_POLR2A_ENCFF002DBB.bed
463,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_CTCF_ENCFF002DBA.bed
464,0.0,K562_ChIP.seq_POLR2A_ENCFF002DBE.bed
465,0.0,K562_ChIP.seq_MYC_ENCFF002DBC.bed
466,0.0,K562_ChIP.seq_CTCF_ENCFF002DBD.bed
467,0.0,kidney_ChIP.seq_CTCF_ENCFF001UTG.bed
468,0.0,LNCaP_clone_FGC_ChIP.seq_CTCF_ENCFF001UTH.bed
469,0.0,LNCaP_clone_FGC_ChIP.seq_CTCF_ENCFF001UTI.bed
470,0.0,lung_ChIP.seq_CTCF_ENCFF001UTJ.bed
471,0.0,MCF.7_ChIP.seq_MYC_ENCFF002DBH.bed
472,0.0,MCF.7_ChIP.seq_POLR2A_ENCFF002DBP.bed
473,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DBL.bed
474,0.105945982861,MCF.7_ChIP.seq_MYC_ENCFF002DBG.bed
475,0.0,MCF.7_ChIP.seq_POLR2A_ENCFF002DBO.bed
476,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DBK.bed
477,0.0,MCF.7_ChIP.seq_MYC_ENCFF002DBF.bed
478,0.0,MCF.7_ChIP.seq_MYC_ENCFF002DBI.bed
479,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DBN.bed
480,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DBJ.bed
481,0.0,MCF.7_ChIP.seq_POLR2A_ENCFF002DBQ.bed
482,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DBM.bed
483,0.0,medulloblastoma_ChIP.seq_CTCF_ENCFF001UTW.bed
484,0.0,A549_ChIP.seq_POLR2A_ENCFF002DAE.bed
485,0.0,A549_ChIP.seq_CTCF_ENCFF002DAD.bed
486,0.0,keratinocyte_ChIP.seq_CTCF_ENCFF002DBR.bed
487,0.0,pancreas_ChIP.seq_CTCF_ENCFF001UTY.bed
488,0.0,HGPS_cell_ChIP.seq_POLR2A_ENCFF002DBT.bed
489,0.0,HGPS_cell_ChIP.seq_CTCF_ENCFF002DBS.bed
490,0.0,spleen_ChIP.seq_CTCF_ENCFF001UUB.bed
491,-0.3047211372,GM12878_ChIP.seq_NFYB_ENCFF002CPC.bed
492,0.0,GM12878_ChIP.seq_NFYA_ENCFF002CPB.bed
493,0.0,GM12878_ChIP.seq_KAT2A_ENCFF001VEI.bed
494,0.0,GM12878_ChIP.seq_SUPT20H_ENCFF001VFI.bed
495,0.0,GM12878_ChIP.seq_ZZZ3_ENCFF002CPY.bed
496,0.0,HeLa.S3_ChIP.seq_NFYB_ENCFF002CSV.bed
497,0.0,HeLa.S3_ChIP.seq_NFYA_ENCFF002CSU.bed
498,0.0,HeLa.S3_ChIP.seq_ZZZ3_ENCFF002CTR.bed
499,0.0,HeLa.S3_ChIP.seq_POLR3A_ENCFF002CTD.bed
500,0.0,HeLa.S3_ChIP.seq_BRF2_ENCFF002CRY.bed
501,0.0,HeLa.S3_ChIP.seq_BRF1_ENCFF002CRX.bed
502,0.0,HeLa.S3_ChIP.seq_BDP1_ENCFF002CRV.bed
503,0.0,HeLa.S3_ChIP.seq_GTF3C2_ENCFF002CTL.bed
504,-0.656023669084,K562_ChIP.seq_ATF1_ENCFF002CVM.bed
505,0.0,K562_ChIP.seq_CCNT2_ENCFF002CVU.bed
506,0.0,K562_ChIP.seq_HMGN3_ENCFF002CWT.bed
507,0.0,K562_ChIP.seq_BRF2_ENCFF002CVS.bed
508,0.0,K562_ChIP.seq_GTF3C2_ENCFF002CYL.bed
509,0.0,K562_ChIP.seq_GTF2B_ENCFF002CWR.bed
510,0.0,K562_ChIP.seq_NELFE_ENCFF002CXG.bed
511,0.0,K562_ChIP.seq_ATF3_ENCFF002CVN.bed
512,0.0,K562_ChIP.seq_SIRT6_ENCFF002CXZ.bed
513,0.0,K562_ChIP.seq_POLR3A_ENCFF002CXW.bed
514,0.0,K562_ChIP.seq_BRF1_ENCFF002CVR.bed
515,0.0,K562_ChIP.seq_BDP1_ENCFF002CVP.bed
516,0.0,MCF_10A_ChIP.seq_MYC_ENCFF002CZA.bed
517,0.0,MCF_10A_ChIP.seq_FOS_ENCFF002CYY.bed
518,0.0,MCF_10A_ChIP.seq_FOS_ENCFF002CYX.bed
519,0.0,MCF_10A_ChIP.seq_FOS_ENCFF002CYW.bed
520,0.0,MCF_10A_ChIP.seq_STAT3_ENCFF002CZH.bed
521,0.0,MCF_10A_ChIP.seq_E2F4_ENCFF002CZB.bed
522,0.0,MCF_10A_ChIP.seq_MYC_ENCFF002CYZ.bed
523,0.0,MCF_10A_ChIP.seq_FOS_ENCFF002CYV.bed
524,0.0,MCF_10A_ChIP.seq_STAT3_ENCFF002CZF.bed
525,0.0,MCF_10A_ChIP.seq_STAT3_ENCFF002CZG.bed
526,0.0,MCF_10A_ChIP.seq_STAT3_ENCFF002CZE.bed
527,0.0,MCF_10A_ChIP.seq_POLR2A_ENCFF002CZC.bed
528,0.0,MCF_10A_ChIP.seq_STAT3_ENCFF002CZI.bed
529,0.0,MCF_10A_ChIP.seq_POLR2A_ENCFF002CZD.bed
530,0.0,A549_ChIP.seq_CTCF_ENCFF002DBU.bed
531,0.0,fibroblast_of_upper_leg_skin_ChIP.seq_CTCF_ENCFF002DBV.bed
532,0.0,fibroblast_of_upper_leg_skin_ChIP.seq_H3K4me3_ENCSR000DPI_gappedpeak.bed
533,0.0,fibroblast_of_lung_ChIP.seq_CTCF_ENCFF002DBW.bed
534,0.0,fibroblast_of_pedal_digit_skin_ChIP.seq_CTCF_ENCFF002DBX.bed
535,0.0,fibroblast_of_pedal_digit_skin_ChIP.seq_H3K4me3_ENCSR000DPR_gappedpeak.bed
536,0.0,fibroblast_of_gingiva_ChIP.seq_CTCF_ENCFF002DBY.bed
537,0.0,fibroblast_of_gingiva_ChIP.seq_H3K4me3_ENCSR000DPU_gappedpeak.bed
538,0.0,fibroblast_of_skin_of_abdomen_ChIP.seq_CTCF_ENCFF002DBZ.bed
539,0.0,fibroblast_of_skin_of_abdomen_ChIP.seq_H3K4me3_ENCSR000DPX_gappedpeak.bed
540,0.0,fibroblast_of_the_aortic_adventitia_ChIP.seq_CTCF_ENCFF002DCA.bed
541,0.0,fibroblast_of_the_aortic_adventitia_ChIP.seq_H3K4me3_ENCSR000DQA_gappedpeak.bed
542,0.0,BE2C_ChIP.seq_H3K4me3_ENCSR000DQB_gappedpeak.bed
543,0.0,BE2C_ChIP.seq_CTCF_ENCFF002DCB.bed
544,0.0,BJ_ChIP.seq_H3K36me3_ENCSR000DQF_gappedpeak.bed
545,0.0,BJ_ChIP.seq_H3K27me3_ENCSR000DQG_gappedpeak.bed
546,0.0,BJ_ChIP.seq_H3K4me3_ENCSR000DQH_gappedpeak.bed
547,0.0,BJ_ChIP.seq_CTCF_ENCFF002DCC.bed
548,0.0,Caco.2_ChIP.seq_H3K36me3_ENCSR000DQK_gappedpeak.bed
549,0.0,Caco.2_ChIP.seq_H3K27me3_ENCSR000DQL_gappedpeak.bed
550,0.0,Caco.2_ChIP.seq_H3K4me3_ENCSR000DQM_gappedpeak.bed
551,0.0,Caco.2_ChIP.seq_CTCF_ENCFF002DCD.bed
552,0.0,B_cell_ChIP.seq_H3K4me3_ENCSR000DQP_gappedpeak.bed
553,0.0,B_cell_ChIP.seq_H3K4me3_ENCSR000DQR_gappedpeak.bed
554,0.0,GM06990_ChIP.seq_H3K36me3_ENCSR000DQT_gappedpeak.bed
555,0.0,GM06990_ChIP.seq_H3K27me3_ENCSR000DQU_gappedpeak.bed
556,0.0,GM06990_ChIP.seq_H3K4me3_ENCSR000DQV_gappedpeak.bed
557,0.0,GM06990_ChIP.seq_CTCF_ENCFF002DCE.bed
558,0.0,GM12801_ChIP.seq_CTCF_ENCFF002DCF.bed
559,0.0,GM12864_ChIP.seq_H3K4me3_ENCSR000DQZ_gappedpeak.bed
560,0.13683024989,GM12864_ChIP.seq_CTCF_ENCFF002DCG.bed
561,0.0,GM12865_ChIP.seq_H3K4me3_ENCSR000DRC_gappedpeak.bed
562,0.0,GM12865_ChIP.seq_CTCF_ENCFF002DCH.bed
563,0.0,GM12866_ChIP.seq_CTCF_ENCSR000DRF_ENCFF001XNT_ENCFF001XNU_intersect.bed
564,0.0,GM12866_ChIP.seq_H3K4me3_ENCSR000DRG_gappedpeak.bed
565,0.0,GM12867_ChIP.seq_CTCF_ENCSR000DRH_ENCFF001XNX_ENCFF001XNY_intersect.bed
566,0.0,GM12868_ChIP.seq_CTCF_ENCSR000DRI_ENCFF001XOB_ENCFF001XOC_intersect.bed
567,0.0,GM12869_ChIP.seq_CTCF_ENCSR000DRJ_ENCFF001XOF_ENCFF001XOG_intersect.bed
568,0.0,GM12870_ChIP.seq_CTCF_ENCSR000DRK_ENCFF001XOJ_ENCFF001XOK_intersect.bed
569,0.0,GM12871_ChIP.seq_CTCF_ENCSR000DRL_ENCFF001XON_ENCFF001XOO_intersect.bed
570,0.0,GM12872_ChIP.seq_CTCF_ENCFF002DCI.bed
571,0.0,GM12873_ChIP.seq_CTCF_ENCFF002DCJ.bed
572,0.0,GM12874_ChIP.seq_CTCF_ENCFF002DCK.bed
573,0.0,GM12875_ChIP.seq_H3K4me3_ENCSR000DRS_gappedpeak.bed
574,0.0,GM12875_ChIP.seq_CTCF_ENCFF002DCL.bed
575,0.0,GM12878_ChIP.seq_CTCF_ENCFF002DCM.bed
576,0.0,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSD_gappedpeak.bed
577,0.0,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSE_gappedpeak.bed
578,0.0,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSF_gappedpeak.bed
579,0.0,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSG_gappedpeak.bed
580,0.36973732713,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSH_gappedpeak.bed
581,0.0,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSI_gappedpeak.bed
582,0.0,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSJ_gappedpeak.bed
583,0.0,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSK_gappedpeak.bed
584,0.0,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSL_gappedpeak.bed
585,0.0,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSM_gappedpeak.bed
586,0.0,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSO_gappedpeak.bed
587,0.0,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSP_gappedpeak.bed
588,0.0,H7.hESC_ChIP.seq_H3K4me3_ENCSR000DSR_gappedpeak.bed
589,-0.155460754048,H7.hESC_ChIP.seq_H3K36me3_ENCSR000DSS_gappedpeak.bed
590,0.0,H7.hESC_ChIP.seq_H3K27me3_ENCSR000DST_gappedpeak.bed
591,0.0,astrocyte_of_the_spinal_cord_ChIP.seq_CTCF_ENCFF002DCO.bed
592,0.0,astrocyte_of_the_spinal_cord_ChIP.seq_H3K4me3_ENCSR000DSW_gappedpeak.bed
593,0.0,astrocyte_of_the_cerebellum_ChIP.seq_H3K4me3_ENCSR000DSY_gappedpeak.bed
594,0.0,astrocyte_of_the_cerebellum_ChIP.seq_CTCF_ENCFF002DCN.bed
595,0.0,brain_microvascular_endothelial_cell_ChIP.seq_CTCF_ENCFF002DCP.bed
596,0.0,brain_microvascular_endothelial_cell_ChIP.seq_H3K4me3_ENCSR000DTC_gappedpeak.bed
597,0.0,cardiac_fibroblast_ChIP.seq_H3K4me3_ENCSR000DTE_gappedpeak.bed
598,0.0,cardiac_fibroblast_ChIP.seq_CTCF_ENCFF002DCQ.bed
599,0.0,cardiac_fibroblast_ChIP.seq_H3K4me3_ENCSR000DTH_gappedpeak.bed
600,0.0,cardiac_muscle_cell_ChIP.seq_CTCF_ENCFF002DCR.bed
601,0.0,cardiac_muscle_cell_ChIP.seq_H3K4me3_ENCSR000DTK_gappedpeak.bed
602,0.0,choroid_plexus_epithelial_cell_ChIP.seq_CTCF_ENCFF002DCS.bed
603,0.0,choroid_plexus_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DTN_gappedpeak.bed
604,0.0,HCT116_ChIP.seq_CTCF_ENCFF002DCT.bed
605,0.0,HCT116_ChIP.seq_H3K4me3_ENCSR000DTQ_gappedpeak.bed
606,0.0,epithelial_cell_of_esophagus_ChIP.seq_CTCF_ENCFF002DCU.bed
607,0.0,epithelial_cell_of_esophagus_ChIP.seq_H3K4me3_ENCSR000DTT_gappedpeak.bed
608,0.0,HEK293_ChIP.seq_H3K4me3_ENCSR000DTU_gappedpeak.bed
609,0.177342798287,HEK293_ChIP.seq_CTCF_ENCFF002DCV.bed
610,0.0,HeLa.S3_ChIP.seq_CTCF_ENCFF002DCW.bed
611,0.0,HepG2_ChIP.seq_CTCF_ENCFF002DCX.bed
612,0.0,foreskin_fibroblast_ChIP.seq_CTCF_ENCFF002DCY.bed
613,0.0,foreskin_fibroblast_ChIP.seq_H3K4me3_ENCSR000DUJ_gappedpeak.bed
614,0.0,HFF.Myc_ChIP.seq_H3K4me3_ENCSR000DUK_gappedpeak.bed
615,0.0,HFF.Myc_ChIP.seq_CTCF_ENCFF002DCZ.bed
616,0.0,HL.60_ChIP.seq_H3K4me3_ENCSR000DUO_gappedpeak.bed
617,0.0,HL.60_ChIP.seq_CTCF_ENCFF002DDA.bed
618,0.0,mammary_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDB.bed
619,0.0,fibroblast_of_mammary_gland_ChIP.seq_CTCF_ENCFF002DDC.bed
620,0.0,fibroblast_of_mammary_gland_ChIP.seq_H3K4me3_ENCSR000DUW_gappedpeak.bed
621,0.0,fibroblast_of_pulmonary_artery_ChIP.seq_CTCF_ENCFF002DDD.bed
622,0.0,fibroblast_of_pulmonary_artery_ChIP.seq_H3K4me3_ENCSR000DUZ_gappedpeak.bed
623,0.0,fibroblast_of_lung_ChIP.seq_CTCF_ENCFF002DDE.bed
624,0.0,kidney_epithelial_cell_ChIP.seq_H3K36me3_ENCSR000DVE_gappedpeak.bed
625,0.0,kidney_epithelial_cell_ChIP.seq_H3K27me3_ENCSR000DVF_gappedpeak.bed
626,0.0,kidney_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DVG_gappedpeak.bed
627,0.0,kidney_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDF.bed
628,0.0,retinal_pigment_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDG.bed
629,0.0,retinal_pigment_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DVK_gappedpeak.bed
630,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_CTCF_ENCFF002DDH.bed
631,0.0,fibroblast_of_villous_mesenchyme_ChIP.seq_CTCF_ENCFF002DDI.bed
632,0.0,fibroblast_of_villous_mesenchyme_ChIP.seq_H3K4me3_ENCSR000DVS_gappedpeak.bed
