,Feature,Weight
350,H1.hESC_ChIP.seq_CREB1_ENCSR000BSN_ENCFF001UAZ_ENCFF001UAY_intersect.bed,0.0
351,K562_ChIP.seq_CREB1_ENCSR000BSO_ENCFF001UJJ_ENCFF001UJI_intersect.bed,0.0
352,MCF.7_ChIP.seq_REST_ENCSR000BSP_ENCFF001UNI_ENCFF001UNH_intersect.bed,0.0
353,Ishikawa_ChIP.seq_EGR1_ENCSR000BSQ_ENCFF001TUO_ENCFF001TUN_intersect.bed,0.0
354,MCF.7_ChIP.seq_CEBPB_ENCSR000BSR_ENCFF001UMJ_ENCFF001UMK_intersect.bed,0.0
355,MCF.7_ChIP.seq_ELF1_ENCSR000BSS_ENCFF001UMP_ENCFF001UMQ_intersect.bed,0.0
356,MCF.7_ChIP.seq_GATA3_ENCSR000BST_ENCFF001UMX_ENCFF001UMZ_intersect.bed,0.0
357,MCF.7_ChIP.seq_JUND_ENCSR000BSU_ENCFF001UNC_ENCFF001UNB_intersect.bed,0.0
358,SK.N.SH_ChIP.seq_NFIC_ENCSR000BSV_ENCFF001UPQ_ENCFF001UPP_intersect.bed,0.0
359,Ishikawa_ChIP.seq_TEAD4_ENCSR000BSW_ENCFF001TVT_ENCFF001TVU_intersect.bed,0.0
360,Ishikawa_ChIP.seq_USF1_ENCSR000BSX_ENCFF001TVW_ENCFF001TVV_intersect.bed,0.0
361,Ishikawa_ChIP.seq_YY1_ENCSR000BSY_ENCFF001TVY_ENCFF001TVX_intersect.bed,0.0
362,Ishikawa_ChIP.seq_ZBTB7A_ENCSR000BSZ_ENCFF001TVZ_ENCFF001TWA_intersect.bed,0.0
363,SK.N.SH_ChIP.seq_ELF1_ENCSR000BTA_ENCFF001UPA_ENCFF001UOZ_intersect.bed,0.0
364,SK.N.SH_ChIP.seq_FOXM1_ENCSR000BTB_ENCFF001UPD_ENCFF001UPE_intersect.bed,0.0
365,A549_ChIP.seq_E2F6_ENCSR000BTC_ENCFF001TRX_ENCFF001TRY_intersect.bed,0.0
366,Ishikawa_ChIP.seq_SRF_ENCSR000BTD_ENCFF001TVN_ENCFF001TVO_intersect.bed,0.0
367,HCT116_ChIP.seq_FOSL1_ENCSR000BTE_ENCFF001UDX_ENCFF001UDW_intersect.bed,0.0
368,HL.60_ChIP.seq_REST_ENCSR000BTF_ENCFF001UIM_ENCFF001UIN_intersect.bed,0.0
369,SK.N.SH_ChIP.seq_GABPA_ENCSR000BTG_ENCFF001UPG_ENCFF001UPF_intersect.bed,0.0
370,SK.N.SH_ChIP.seq_GATA3_ENCSR000BTH_ENCFF001UPI_ENCFF001UPH_intersect.bed,0.0
371,A549_ChIP.seq_GATA3_ENCSR000BTI_ENCFF001TSM_ENCFF001TSL_intersect.bed,0.0
372,A549_ChIP.seq_MAX_ENCSR000BTJ_ENCFF001TSX_ENCFF001TSY_intersect.bed,0.0
373,HL.60_ChIP.seq_GABPA_ENCSR000BTK_ENCFF001UIL_ENCFF001UIK_intersect.bed,0.0
374,HL.60_ChIP.seq_POLR2AphosphoS5_ENCSR000BTL_ENCFF001UIP_ENCFF001UIO_intersect.bed,0.0
375,HepG2_ChIP.seq_MAX_ENCSR000BTM_ENCFF001UGM_ENCFF001UGN_intersect.bed,0.0
376,A549_ChIP.seq_PBX3_ENCSR000BTN_ENCFF001TTD_ENCFF001TTE_intersect.bed,0.0
377,Ishikawa_ChIP.seq_TAF1_ENCSR000BTO_ENCFF001TVP_ENCFF001TVQ_intersect.bed,0.0
378,MCF.7_ChIP.seq_HDAC2_ENCSR000BTP_ENCFF001UNA_ENCFF001UMY_intersect.bed,0.0
379,MCF.7_ChIP.seq_RAD21_ENCSR000BTQ_ENCFF001UNN_ENCFF001UNO_intersect.bed,0.0
380,MCF.7_ChIP.seq_EP300_ENCSR000BTR_ENCFF001UNK_ENCFF001UNJ_intersect.bed,0.0
381,SK.N.SH_ChIP.seq_ZBTB33_ENCSR000BTS_ENCFF001UQP_ENCFF001UQQ_intersect.bed,0.0
382,Ishikawa_ChIP.seq_CEBPB_ENCSR000BTT_ENCFF001TUH_ENCFF001TUI_intersect.bed,0.0
383,Ishikawa_ChIP.seq_RAD21_ENCSR000BTU_ENCFF001TVM_ENCFF001TVL_intersect.bed,0.0
384,neural_cell_ChIP.seq_REST_ENCSR000BTV_ENCFF001UDE_ENCFF001UDF_intersect.bed,0.0
385,neural_cell_ChIP.seq_POLR2AphosphoS5_ENCSR000BTW_ENCFF001UDH_ENCFF001UDG_intersect.bed,0.0
386,neural_cell_ChIP.seq_TAF1_ENCSR000BTX_ENCFF001UDI_ENCFF001UDJ_intersect.bed,0.0
387,Ishikawa_ChIP.seq_MAX_ENCSR000BTY_ENCFF001TVB_ENCFF001TVC_intersect.bed,0.0
388,SK.N.SH_ChIP.seq_USF1_ENCSR000BTZ_ENCFF001UQL_ENCFF001UQM_intersect.bed,0.0
389,SK.N.SH_ChIP.seq_EP300_ENCSR000BUA_ENCFF001UPW_ENCFF001UPV_intersect.bed,0.0
390,A549_ChIP.seq_CEBPB_ENCSR000BUB_ENCFF001TRO_ENCFF001TRP_intersect.bed,0.0
391,A549_ChIP.seq_RAD21_ENCSR000BUC_ENCFF001TTJ_ENCFF001TTK_intersect.bed,0.0
392,A549_ChIP.seq_TEAD4_ENCSR000BUD_ENCFF001TTW_ENCFF001TTV_intersect.bed,0.0
393,Ishikawa_ChIP.seq_EP300_ENCSR000BUE_ENCFF001TVH_ENCFF001TVI_intersect.bed,0.0
394,GM12878_ChIP.seq_CREB1_ENCSR000BUF_ENCFF001TWQ_ENCFF001TWP_intersect.bed,0.0
395,HCT116_ChIP.seq_ATF3_ENCSR000BUG_ENCFF001UDK_ENCFF001UDL_intersect.bed,0.0
396,HCT116_ChIP.seq_CBX3_ENCSR000BUH_ENCFF001UDM_ENCFF001UDN_intersect.bed,0.0
397,MCF.7_ChIP.seq_FOSL2_ENCSR000BUI_ENCFF001UMR_ENCFF001UMS_intersect.bed,0.0
398,MCF.7_ChIP.seq_FOXM1_ENCSR000BUJ_ENCFF001UMT_ENCFF001UMU_intersect.bed,0.0
399,MCF.7_ChIP.seq_GABPA_ENCSR000BUK_ENCFF001UMW_ENCFF001UMV_intersect.bed,0.0
400,MCF.7_ChIP.seq_MAX_ENCSR000BUL_ENCFF001UND_ENCFF001UNE_intersect.bed,0.0
401,MCF.7_ChIP.seq_SIN3A_ENCSR000BUM_ENCFF001UNP_ENCFF001UNQ_intersect.bed,0.0
402,MCF.7_ChIP.seq_TCF12_ENCSR000BUN_ENCFF001UNW_ENCFF001UNV_intersect.bed,0.0
403,MCF.7_ChIP.seq_TEAD4_ENCSR000BUO_ENCFF001UNX_ENCFF001UNY_intersect.bed,0.0
404,Panc1_ChIP.seq_REST_ENCSR000BUP_ENCFF001UOE_ENCFF001UOD_intersect.bed,0.0
405,SK.N.SH_ChIP.seq_TEAD4_ENCSR000BUQ_ENCFF001UQK_ENCFF001UQJ_intersect.bed,0.0
406,Ishikawa_ChIP.seq_CREB1_ENCSR000BUR_ENCFF001TUJ_ENCFF001TUK_intersect.bed,0.0
407,Ishikawa_ChIP.seq_FOXM1_ENCSR000BUS_ENCFF001TUX_ENCFF001TUY_intersect.bed,0.0
408,Ishikawa_ChIP.seq_NFIC_ENCSR000BUT_ENCFF001TVD_ENCFF001TVE_intersect.bed,0.0
409,Ishikawa_ChIP.seq_REST_ENCSR000BUU_ENCFF001TVF_ENCFF001TVG_intersect.bed,0.0
410,Ishikawa_ChIP.seq_TCF12_ENCSR000BUV_ENCFF001TVS_ENCFF001TVR_intersect.bed,0.0
411,HL.60_ChIP.seq_SPI1_ENCSR000BUW_ENCFF001UIQ_ENCFF001UIR_intersect.bed,0.0
412,MCF.7_ChIP.seq_EGR1_ENCSR000BUX_ENCFF001UMM_ENCFF001UMO_intersect.bed,0.0
413,MCF.7_ChIP.seq_NR2F2_ENCSR000BUY_ENCFF001UNG_ENCFF001UNF_intersect.bed,0.0
414,MCF.7_ChIP.seq_PML_ENCSR000BUZ_ENCFF001UNM_ENCFF001UNL_intersect.bed,0.0
415,MCF.7_ChIP.seq_SRF_ENCSR000BVA_ENCFF001UNR_ENCFF001UNS_intersect.bed,0.0
416,SK.N.SH_ChIP.seq_FOSL2_ENCSR000BVB_ENCFF001UPB_ENCFF001UPC_intersect.bed,0.0
417,SK.N.SH_ChIP.seq_MEF2A_ENCSR000BVC_ENCFF001UPO_ENCFF001UPN_intersect.bed,0.0
418,SK.N.SH_ChIP.seq_MAX_ENCSR000BVD_ENCFF001UPL_ENCFF001UPM_intersect.bed,0.0
419,SK.N.SH_ChIP.seq_PBX3_ENCSR000BVE_ENCFF001UPX_ENCFF001UPY_intersect.bed,0.0
420,SK.N.SH_ChIP.seq_RXRA_ENCSR000BVG_ENCFF001UQB_ENCFF001UQC_intersect.bed,0.0
421,HCT116_ChIP.seq_ELF1_ENCSR000BVH_ENCFF001UDU_ENCFF001UDV_intersect.bed,0.0
422,HCT116_ChIP.seq_REST_ENCSR000BVI_ENCFF001UEC_ENCFF001UED_intersect.bed,0.0
423,HCT116_ChIP.seq_TEAD4_ENCSR000BVJ_ENCFF001UEP_ENCFF001UEO_intersect.bed,0.0
424,HCT116_ChIP.seq_USF1_ENCSR000BVK_ENCFF001UER_ENCFF001UEQ_intersect.bed,0.0
425,HepG2_ChIP.seq_CREB1_ENCSR000BVL_ENCFF001UFN_ENCFF001UFM_intersect.bed,0.0
426,HepG2_ChIP.seq_NR2F2_ENCSR000BVM_ENCFF001UGU_ENCFF001UGV_intersect.bed,0.0
427,HepG2_ChIP.seq_ZEB1_ENCSR000BVN_ENCFF001UIJ_ENCFF001UII_intersect.bed,0.0
428,T47D_ChIP.seq_JUND_ENCSR000BVO_ENCFF001URO_ENCFF001URN_intersect.bed,0.0
429,K562_ChIP.seq_CEBPD_ENCSR000BVY_ENCFF001UJG_ENCFF001UJH_intersect.bed,0.0
430,K562_ChIP.seq_eGFP.NR4A1_ENCFF001VRM.bed,0.0
431,K562_ChIP.seq_eGFP.JUND_ENCFF002DDZ.bed,0.0
432,K562_ChIP.seq_eGFP.JUNB_ENCFF002DDY.bed,0.0
433,K562_ChIP.seq_eGFP.HDAC8_ENCFF002DDX.bed,0.0
434,K562_ChIP.seq_eGFP.GATA2_ENCFF002DDW.bed,0.0
435,K562_ChIP.seq_eGFP.FOS_ENCFF002DDV.bed,0.0
436,skin_fibroblast_ChIP.seq_CTCF_ENCFF002DAF.bed,0.0
437,H54_ChIP.seq_POLR2A_ENCFF002DAH.bed,0.0
438,H54_ChIP.seq_CTCF_ENCFF002DAG.bed,0.0
439,GM10248_ChIP.seq_CTCF_ENCFF001USE.bed,0.0
440,GM10266_ChIP.seq_CTCF_ENCFF001USF.bed,0.0
441,GM12878_ChIP.seq_POLR2A_ENCFF002DAK.bed,0.0
442,GM12878_ChIP.seq_MYC_ENCFF002DAI.bed,0.0
443,GM12878_ChIP.seq_CTCF_ENCFF002DAJ.bed,0.0
444,GM12891_ChIP.seq_CTCF_ENCFF002DAL.bed,0.0
445,GM12892_ChIP.seq_CTCF_ENCFF002DAM.bed,0.0
446,GM13976_ChIP.seq_CTCF_ENCFF001USL.bed,0.0
447,GM13977_ChIP.seq_CTCF_ENCFF001USM.bed,0.0
448,GM19238_ChIP.seq_CTCF_ENCFF002DAN.bed,0.0
449,GM19239_ChIP.seq_CTCF_ENCFF002DAO.bed,0.0
450,GM19240_ChIP.seq_CTCF_ENCFF002DAP.bed,0.0
451,GM20000_ChIP.seq_CTCF_ENCFF001USQ.bed,0.0
452,H1.hESC_ChIP.seq_MYC_ENCFF002DAQ.bed,0.0
453,H1.hESC_ChIP.seq_POLR2A_ENCFF002DAS.bed,0.0
454,H1.hESC_ChIP.seq_CTCF_ENCFF002DAR.bed,0.0
455,HeLa.S3_ChIP.seq_POLR2A_ENCFF002DAV.bed,0.0
456,HeLa.S3_ChIP.seq_MYC_ENCFF002DAT.bed,0.0
457,HeLa.S3_ChIP.seq_CTCF_ENCFF002DAU.bed,0.0
458,HepG2_ChIP.seq_POLR2A_ENCFF002DAY.bed,0.0
459,HepG2_ChIP.seq_MYC_ENCFF002DAW.bed,0.0
460,HepG2_ChIP.seq_CTCF_ENCFF002DAX.bed,0.0
461,endothelial_cell_of_umbilical_vein_ChIP.seq_MYC_ENCFF002DAZ.bed,0.0
462,endothelial_cell_of_umbilical_vein_ChIP.seq_POLR2A_ENCFF002DBB.bed,0.0
463,endothelial_cell_of_umbilical_vein_ChIP.seq_CTCF_ENCFF002DBA.bed,0.0
464,K562_ChIP.seq_POLR2A_ENCFF002DBE.bed,0.0
465,K562_ChIP.seq_MYC_ENCFF002DBC.bed,0.0
466,K562_ChIP.seq_CTCF_ENCFF002DBD.bed,0.0
467,kidney_ChIP.seq_CTCF_ENCFF001UTG.bed,0.0
468,LNCaP_clone_FGC_ChIP.seq_CTCF_ENCFF001UTH.bed,0.0
469,LNCaP_clone_FGC_ChIP.seq_CTCF_ENCFF001UTI.bed,0.0
470,lung_ChIP.seq_CTCF_ENCFF001UTJ.bed,0.0
471,MCF.7_ChIP.seq_MYC_ENCFF002DBH.bed,0.0
472,MCF.7_ChIP.seq_POLR2A_ENCFF002DBP.bed,0.0
473,MCF.7_ChIP.seq_CTCF_ENCFF002DBL.bed,0.0
474,MCF.7_ChIP.seq_MYC_ENCFF002DBG.bed,0.0
475,MCF.7_ChIP.seq_POLR2A_ENCFF002DBO.bed,0.0
476,MCF.7_ChIP.seq_CTCF_ENCFF002DBK.bed,0.0
477,MCF.7_ChIP.seq_MYC_ENCFF002DBF.bed,0.0
478,MCF.7_ChIP.seq_MYC_ENCFF002DBI.bed,0.0
479,MCF.7_ChIP.seq_CTCF_ENCFF002DBN.bed,0.0
480,MCF.7_ChIP.seq_CTCF_ENCFF002DBJ.bed,0.0
481,MCF.7_ChIP.seq_POLR2A_ENCFF002DBQ.bed,0.0
482,MCF.7_ChIP.seq_CTCF_ENCFF002DBM.bed,0.0
483,medulloblastoma_ChIP.seq_CTCF_ENCFF001UTW.bed,0.0
484,A549_ChIP.seq_POLR2A_ENCFF002DAE.bed,0.0
485,A549_ChIP.seq_CTCF_ENCFF002DAD.bed,0.0
486,keratinocyte_ChIP.seq_CTCF_ENCFF002DBR.bed,0.0
487,pancreas_ChIP.seq_CTCF_ENCFF001UTY.bed,0.0
488,HGPS_cell_ChIP.seq_POLR2A_ENCFF002DBT.bed,0.0
489,HGPS_cell_ChIP.seq_CTCF_ENCFF002DBS.bed,0.0
490,spleen_ChIP.seq_CTCF_ENCFF001UUB.bed,0.0
491,GM12878_ChIP.seq_NFYB_ENCFF002CPC.bed,0.0
492,GM12878_ChIP.seq_NFYA_ENCFF002CPB.bed,0.0
493,GM12878_ChIP.seq_KAT2A_ENCFF001VEI.bed,0.0
494,GM12878_ChIP.seq_SUPT20H_ENCFF001VFI.bed,0.0
495,GM12878_ChIP.seq_ZZZ3_ENCFF002CPY.bed,0.0
496,HeLa.S3_ChIP.seq_NFYB_ENCFF002CSV.bed,0.0
497,HeLa.S3_ChIP.seq_NFYA_ENCFF002CSU.bed,0.0
498,HeLa.S3_ChIP.seq_ZZZ3_ENCFF002CTR.bed,0.0
499,HeLa.S3_ChIP.seq_POLR3A_ENCFF002CTD.bed,0.0
500,HeLa.S3_ChIP.seq_BRF2_ENCFF002CRY.bed,0.0
501,HeLa.S3_ChIP.seq_BRF1_ENCFF002CRX.bed,0.0
502,HeLa.S3_ChIP.seq_BDP1_ENCFF002CRV.bed,0.0
503,HeLa.S3_ChIP.seq_GTF3C2_ENCFF002CTL.bed,0.0
504,K562_ChIP.seq_ATF1_ENCFF002CVM.bed,0.0
505,K562_ChIP.seq_CCNT2_ENCFF002CVU.bed,0.0
506,K562_ChIP.seq_HMGN3_ENCFF002CWT.bed,0.0
507,K562_ChIP.seq_BRF2_ENCFF002CVS.bed,0.0
508,K562_ChIP.seq_GTF3C2_ENCFF002CYL.bed,0.0
509,K562_ChIP.seq_GTF2B_ENCFF002CWR.bed,0.0
510,K562_ChIP.seq_NELFE_ENCFF002CXG.bed,0.0
511,K562_ChIP.seq_ATF3_ENCFF002CVN.bed,0.0
512,K562_ChIP.seq_SIRT6_ENCFF002CXZ.bed,0.0
513,K562_ChIP.seq_POLR3A_ENCFF002CXW.bed,0.0
514,K562_ChIP.seq_BRF1_ENCFF002CVR.bed,0.0
515,K562_ChIP.seq_BDP1_ENCFF002CVP.bed,0.0
516,MCF_10A_ChIP.seq_MYC_ENCFF002CZA.bed,0.0
517,MCF_10A_ChIP.seq_FOS_ENCFF002CYY.bed,0.0
518,MCF_10A_ChIP.seq_FOS_ENCFF002CYX.bed,0.0
519,MCF_10A_ChIP.seq_FOS_ENCFF002CYW.bed,0.0
520,MCF_10A_ChIP.seq_STAT3_ENCFF002CZH.bed,0.0
521,MCF_10A_ChIP.seq_E2F4_ENCFF002CZB.bed,0.0
522,MCF_10A_ChIP.seq_MYC_ENCFF002CYZ.bed,0.0
523,MCF_10A_ChIP.seq_FOS_ENCFF002CYV.bed,0.0
524,MCF_10A_ChIP.seq_STAT3_ENCFF002CZF.bed,0.0
525,MCF_10A_ChIP.seq_STAT3_ENCFF002CZG.bed,0.0
526,MCF_10A_ChIP.seq_STAT3_ENCFF002CZE.bed,0.0
527,MCF_10A_ChIP.seq_POLR2A_ENCFF002CZC.bed,0.0
528,MCF_10A_ChIP.seq_STAT3_ENCFF002CZI.bed,0.0
529,MCF_10A_ChIP.seq_POLR2A_ENCFF002CZD.bed,0.0
530,A549_ChIP.seq_CTCF_ENCFF002DBU.bed,0.0
531,fibroblast_of_upper_leg_skin_ChIP.seq_CTCF_ENCFF002DBV.bed,0.0
532,fibroblast_of_upper_leg_skin_ChIP.seq_H3K4me3_ENCSR000DPI_gappedpeak.bed,0.0
533,fibroblast_of_lung_ChIP.seq_CTCF_ENCFF002DBW.bed,0.0
534,fibroblast_of_pedal_digit_skin_ChIP.seq_CTCF_ENCFF002DBX.bed,0.0
535,fibroblast_of_pedal_digit_skin_ChIP.seq_H3K4me3_ENCSR000DPR_gappedpeak.bed,0.0
536,fibroblast_of_gingiva_ChIP.seq_CTCF_ENCFF002DBY.bed,0.0
537,fibroblast_of_gingiva_ChIP.seq_H3K4me3_ENCSR000DPU_gappedpeak.bed,0.0
538,fibroblast_of_skin_of_abdomen_ChIP.seq_CTCF_ENCFF002DBZ.bed,0.0
539,fibroblast_of_skin_of_abdomen_ChIP.seq_H3K4me3_ENCSR000DPX_gappedpeak.bed,0.0
540,fibroblast_of_the_aortic_adventitia_ChIP.seq_CTCF_ENCFF002DCA.bed,0.0
541,fibroblast_of_the_aortic_adventitia_ChIP.seq_H3K4me3_ENCSR000DQA_gappedpeak.bed,0.0
542,BE2C_ChIP.seq_H3K4me3_ENCSR000DQB_gappedpeak.bed,0.0
543,BE2C_ChIP.seq_CTCF_ENCFF002DCB.bed,0.0
544,BJ_ChIP.seq_H3K36me3_ENCSR000DQF_gappedpeak.bed,0.0
545,BJ_ChIP.seq_H3K27me3_ENCSR000DQG_gappedpeak.bed,0.0
546,BJ_ChIP.seq_H3K4me3_ENCSR000DQH_gappedpeak.bed,0.0
547,BJ_ChIP.seq_CTCF_ENCFF002DCC.bed,0.0
548,Caco.2_ChIP.seq_H3K36me3_ENCSR000DQK_gappedpeak.bed,0.0
549,Caco.2_ChIP.seq_H3K27me3_ENCSR000DQL_gappedpeak.bed,0.0
550,Caco.2_ChIP.seq_H3K4me3_ENCSR000DQM_gappedpeak.bed,0.0
551,Caco.2_ChIP.seq_CTCF_ENCFF002DCD.bed,0.0
552,B_cell_ChIP.seq_H3K4me3_ENCSR000DQP_gappedpeak.bed,0.0
553,B_cell_ChIP.seq_H3K4me3_ENCSR000DQR_gappedpeak.bed,0.0
554,GM06990_ChIP.seq_H3K36me3_ENCSR000DQT_gappedpeak.bed,0.0
555,GM06990_ChIP.seq_H3K27me3_ENCSR000DQU_gappedpeak.bed,0.0
556,GM06990_ChIP.seq_H3K4me3_ENCSR000DQV_gappedpeak.bed,0.0
557,GM06990_ChIP.seq_CTCF_ENCFF002DCE.bed,0.0
558,GM12801_ChIP.seq_CTCF_ENCFF002DCF.bed,0.0
559,GM12864_ChIP.seq_H3K4me3_ENCSR000DQZ_gappedpeak.bed,0.0
560,GM12864_ChIP.seq_CTCF_ENCFF002DCG.bed,0.0
561,GM12865_ChIP.seq_H3K4me3_ENCSR000DRC_gappedpeak.bed,0.0
562,GM12865_ChIP.seq_CTCF_ENCFF002DCH.bed,0.0
563,GM12866_ChIP.seq_CTCF_ENCSR000DRF_ENCFF001XNT_ENCFF001XNU_intersect.bed,0.0
564,GM12866_ChIP.seq_H3K4me3_ENCSR000DRG_gappedpeak.bed,0.0
565,GM12867_ChIP.seq_CTCF_ENCSR000DRH_ENCFF001XNX_ENCFF001XNY_intersect.bed,0.0
566,GM12868_ChIP.seq_CTCF_ENCSR000DRI_ENCFF001XOB_ENCFF001XOC_intersect.bed,0.0
567,GM12869_ChIP.seq_CTCF_ENCSR000DRJ_ENCFF001XOF_ENCFF001XOG_intersect.bed,0.0
568,GM12870_ChIP.seq_CTCF_ENCSR000DRK_ENCFF001XOJ_ENCFF001XOK_intersect.bed,0.0
569,GM12871_ChIP.seq_CTCF_ENCSR000DRL_ENCFF001XON_ENCFF001XOO_intersect.bed,0.0
570,GM12872_ChIP.seq_CTCF_ENCFF002DCI.bed,0.0
571,GM12873_ChIP.seq_CTCF_ENCFF002DCJ.bed,0.0
572,GM12874_ChIP.seq_CTCF_ENCFF002DCK.bed,0.0
573,GM12875_ChIP.seq_H3K4me3_ENCSR000DRS_gappedpeak.bed,0.0
574,GM12875_ChIP.seq_CTCF_ENCFF002DCL.bed,0.0
575,GM12878_ChIP.seq_CTCF_ENCFF002DCM.bed,0.0
576,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSD_gappedpeak.bed,0.0
577,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSE_gappedpeak.bed,0.0
578,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSF_gappedpeak.bed,0.0
579,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSG_gappedpeak.bed,0.0
580,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSH_gappedpeak.bed,0.0
581,cardiac_mesoderm_ChIP.seq_H3K36me3_ENCSR000DSI_gappedpeak.bed,0.0
582,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSJ_gappedpeak.bed,0.0
583,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSK_gappedpeak.bed,0.0
584,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSL_gappedpeak.bed,0.0
585,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSM_gappedpeak.bed,0.0
586,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSO_gappedpeak.bed,0.0
587,cardiac_mesoderm_ChIP.seq_H3K4me3_ENCSR000DSP_gappedpeak.bed,0.0
588,H7.hESC_ChIP.seq_H3K4me3_ENCSR000DSR_gappedpeak.bed,0.0
589,H7.hESC_ChIP.seq_H3K36me3_ENCSR000DSS_gappedpeak.bed,0.0
590,H7.hESC_ChIP.seq_H3K27me3_ENCSR000DST_gappedpeak.bed,0.0
591,astrocyte_of_the_spinal_cord_ChIP.seq_CTCF_ENCFF002DCO.bed,0.0
592,astrocyte_of_the_spinal_cord_ChIP.seq_H3K4me3_ENCSR000DSW_gappedpeak.bed,0.0
593,astrocyte_of_the_cerebellum_ChIP.seq_H3K4me3_ENCSR000DSY_gappedpeak.bed,0.0
594,astrocyte_of_the_cerebellum_ChIP.seq_CTCF_ENCFF002DCN.bed,0.0
595,brain_microvascular_endothelial_cell_ChIP.seq_CTCF_ENCFF002DCP.bed,0.0
596,brain_microvascular_endothelial_cell_ChIP.seq_H3K4me3_ENCSR000DTC_gappedpeak.bed,0.0
597,cardiac_fibroblast_ChIP.seq_H3K4me3_ENCSR000DTE_gappedpeak.bed,0.0
598,cardiac_fibroblast_ChIP.seq_CTCF_ENCFF002DCQ.bed,0.0
599,cardiac_fibroblast_ChIP.seq_H3K4me3_ENCSR000DTH_gappedpeak.bed,0.0
600,cardiac_muscle_cell_ChIP.seq_CTCF_ENCFF002DCR.bed,0.0
601,cardiac_muscle_cell_ChIP.seq_H3K4me3_ENCSR000DTK_gappedpeak.bed,0.0
602,choroid_plexus_epithelial_cell_ChIP.seq_CTCF_ENCFF002DCS.bed,0.0
603,choroid_plexus_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DTN_gappedpeak.bed,0.0
604,HCT116_ChIP.seq_CTCF_ENCFF002DCT.bed,0.0
605,HCT116_ChIP.seq_H3K4me3_ENCSR000DTQ_gappedpeak.bed,0.0
606,epithelial_cell_of_esophagus_ChIP.seq_CTCF_ENCFF002DCU.bed,0.0
607,epithelial_cell_of_esophagus_ChIP.seq_H3K4me3_ENCSR000DTT_gappedpeak.bed,0.0
608,HEK293_ChIP.seq_H3K4me3_ENCSR000DTU_gappedpeak.bed,0.0
609,HEK293_ChIP.seq_CTCF_ENCFF002DCV.bed,0.0
610,HeLa.S3_ChIP.seq_CTCF_ENCFF002DCW.bed,0.0
611,HepG2_ChIP.seq_CTCF_ENCFF002DCX.bed,0.0
612,foreskin_fibroblast_ChIP.seq_CTCF_ENCFF002DCY.bed,0.0
613,foreskin_fibroblast_ChIP.seq_H3K4me3_ENCSR000DUJ_gappedpeak.bed,0.0
614,HFF.Myc_ChIP.seq_H3K4me3_ENCSR000DUK_gappedpeak.bed,0.0
615,HFF.Myc_ChIP.seq_CTCF_ENCFF002DCZ.bed,0.0
616,HL.60_ChIP.seq_H3K4me3_ENCSR000DUO_gappedpeak.bed,0.0
617,HL.60_ChIP.seq_CTCF_ENCFF002DDA.bed,0.0
618,mammary_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDB.bed,0.0
619,fibroblast_of_mammary_gland_ChIP.seq_CTCF_ENCFF002DDC.bed,0.0
620,fibroblast_of_mammary_gland_ChIP.seq_H3K4me3_ENCSR000DUW_gappedpeak.bed,0.0
621,fibroblast_of_pulmonary_artery_ChIP.seq_CTCF_ENCFF002DDD.bed,0.0
622,fibroblast_of_pulmonary_artery_ChIP.seq_H3K4me3_ENCSR000DUZ_gappedpeak.bed,0.0
623,fibroblast_of_lung_ChIP.seq_CTCF_ENCFF002DDE.bed,0.0
624,kidney_epithelial_cell_ChIP.seq_H3K36me3_ENCSR000DVE_gappedpeak.bed,0.0
625,kidney_epithelial_cell_ChIP.seq_H3K27me3_ENCSR000DVF_gappedpeak.bed,0.0
626,kidney_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DVG_gappedpeak.bed,0.0
627,kidney_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDF.bed,0.0
628,retinal_pigment_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDG.bed,0.0
629,retinal_pigment_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DVK_gappedpeak.bed,0.0
630,endothelial_cell_of_umbilical_vein_ChIP.seq_CTCF_ENCFF002DDH.bed,0.0
631,fibroblast_of_villous_mesenchyme_ChIP.seq_CTCF_ENCFF002DDI.bed,0.0
632,fibroblast_of_villous_mesenchyme_ChIP.seq_H3K4me3_ENCSR000DVS_gappedpeak.bed,0.0
633,Jurkat_ChIP.seq_H3K4me3_ENCSR000DVU_gappedpeak.bed,0.0
634,K562_ChIP.seq_CTCF_ENCFF002DDJ.bed,0.0
635,LNCaP_clone_FGC_ChIP.seq_H3K4me3_ENCSR000DWF_gappedpeak.bed,0.0
636,MCF.7_ChIP.seq_CTCF_ENCFF002DDK.bed,0.0
